,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_disposition_prediction
644,0,0,0,0,21.0112068,0.0002907,-0.0002907,132.6336,0.0115,-0.0115,0.853,0.016,-0.598,4.507,0.319,-0.319,163.6,17.0,-17.0,1.4,0.38,-0.2,663,45.79,36.61,-16.2,10.2,3,5823,157,-174,4.427,0.10099999999999999,-0.188,0.96,0.261,-0.14,292.27612,39.550179,14.609000000000002,Negative
645,0,0,0,0,5.82348911,1.3300000000000001e-05,-1.3300000000000001e-05,354.99602000000004,0.0016,-0.0016,0.877,0.05,-0.621,2.2441,0.0524,-0.0524,888.7,26.5,-26.5,3.0,0.87,-0.28,955,196.33,170.06,-55.9,38.1,1,5774,172,-189,4.526,0.048,-0.192,0.8640000000000001,0.249,-0.083,285.96786000000003,45.739071,15.898,Positive
646,0,0,0,0,8.75059775,3.3600000000000004e-05,-3.3600000000000004e-05,358.24233,0.00278,-0.00278,0.33,0.11699999999999999,-0.33,2.8288,0.0852,-0.0852,881.9,35.4,-35.4,2.27,0.23,-0.13,682,51.0,20.05,-11.97,28.3,1,4942,177,-177,4.599,0.02,-0.075,0.779,0.078,-0.046,295.76083,45.457390000000004,15.92,Positive
657,0,0,0,0,49.4781446,0.00020059999999999997,-0.00020059999999999997,141.82465,0.0033,-0.0033,0.048,0.41,-0.048,2.4930000000000003,0.102,-0.102,496.6,28.0,-28.0,1.88,0.52,-0.17,462,10.73,8.53,-2.82,20.4,1,5776,138,-155,4.553999999999999,0.035,-0.196,0.8490000000000001,0.23600000000000002,-0.079,286.96682999999996,44.992489,14.427,Positive
664,0,0,0,0,14.53410833,5.02e-05,-5.02e-05,145.42643,0.00257,-0.00257,0.7659999999999999,0.166,-0.524,3.3094,0.0799,-0.0799,510.6,17.5,-17.5,1.36,0.07,-0.09,420,7.34,1.33,-1.54,32.5,1,3957,71,-87,4.6930000000000005,0.042,-0.018000000000000002,0.5529999999999999,0.027000000000000003,-0.039,290.29456,45.564609999999995,14.687999999999999,Positive
692,0,0,0,0,13.73808249,2e-05,-2e-05,134.43787,0.0012,-0.0012,0.9570000000000001,0.008,-0.025,3.3539999999999996,0.11599999999999999,-0.11599999999999999,660.7,14.0,-14.0,3.84,1.09,-0.73,912,163.52,136.36,-69.46,68.4,1,6375,171,-209,4.292,0.149,-0.182,1.178,0.335,-0.223,298.18362,42.01313,13.805,Positive
711,0,1,0,0,2.380862632,1.1599999999999999e-07,-1.1599999999999999e-07,135.32521169999998,4.05e-05,-4.05e-05,0.664,0.001,-0.001,4.20416,0.0033,-0.0033,32634.0,15.7,-15.7,21.65,6.01,-4.35,1480,1133.0,924.29,-493.38,2590.6,1,5821,158,-176,4.297,0.19,-0.19,1.129,0.313,-0.22699999999999998,289.79077,48.448139000000005,13.802,Negative
714,0,0,0,0,3.014330766,5.5e-06,-5.5e-06,357.37948,0.00125,-0.00125,0.01,0.425,-0.01,2.4747,0.0414,-0.0414,975.3,19.7,-19.7,2.87,0.6,-0.35,1124,377.79,254.9,-125.22,57.3,1,5209,183,-183,4.446000000000001,0.092,-0.138,0.953,0.198,-0.11599999999999999,298.45953,42.187431,15.673,Positive
715,0,0,0,0,5.644914153999999,8.78e-06,-8.78e-06,356.73699,0.0011,-0.0011,0.445,0.037000000000000005,-0.445,2.2599,0.0433,-0.0433,1397.9,24.4,-24.4,2.66,0.25,-0.18,744,72.38,27.67,-18.17,63.9,1,4769,172,-172,4.622,0.024,-0.06,0.7140000000000001,0.068,-0.049,295.8255,42.94339,15.505,Positive
718,0,0,0,0,13.35151248,1.62e-05,-1.62e-05,363.086742,0.000833,-0.000833,0.573,0.026000000000000002,-0.426,3.6045,0.0464,-0.0464,3308.8,35.6,-35.6,4.44,0.37,-0.4,585,27.77,9.65,-7.9,107.9,1,4843,173,-173,4.562,0.054000000000000006,-0.040999999999999995,0.754,0.062,-0.068,290.1127,48.577782,15.825,Positive
729,0,0,0,0,8.74292005,3.3100000000000005e-05,-3.3100000000000005e-05,358.59286000000003,0.00266,-0.00266,0.025,0.41600000000000004,-0.025,2.6277,0.0846,-0.0846,779.5,28.2,-28.2,1.92,0.18,-0.13,643,40.33,15.41,-10.13,30.7,2,4769,172,-172,4.622,0.024,-0.06,0.7140000000000001,0.068,-0.049,295.8255,42.94339,15.505,Positive
730,0,0,0,0,37.10114179999999,0.00011870000000000001,-0.00011870000000000001,370.4803,0.00202,-0.00202,0.41,0.473,-0.225,5.5556,0.0788,-0.0788,1357.5,27.4,-27.4,3.19,0.88,-0.35,532,18.95,15.73,-6.0,55.2,2,5986,179,-215,4.527,0.06,-0.192,0.85,0.23399999999999999,-0.094,291.02069,42.46244,15.229000000000001,Positive
731,0,0,0,0,104.8205868,0.00023290000000000002,-0.00023290000000000002,374.83154,0.0015,-0.0015,0.9179999999999999,0.006,-0.01,4.4794,0.0878,-0.0878,3920.1,75.6,-75.6,6.45,1.78,-0.71,376,4.74,3.94,-1.5,76.6,1,5986,179,-215,4.527,0.06,-0.192,0.85,0.23399999999999999,-0.094,291.02069,42.46244,15.229000000000001,Positive
743,0,0,0,0,34.296636299999996,0.0002287,-0.0002287,143.66728,0.00505,-0.00505,0.711,0.034,-0.513,19.718,0.267,-0.267,696.6,11.9,-11.9,3.29,0.52,-0.57,584,27.6,11.53,-9.73,66.7,1,5490,82,-74,4.263,0.174,-0.11599999999999999,1.167,0.182,-0.20199999999999999,294.23007,48.204479,14.965,Positive
744,0,0,0,0,9.97716876,8.02e-05,-8.02e-05,137.2361,0.00549,-0.00549,0.002,0.44799999999999995,-0.002,5.9079999999999995,0.22,-0.22,252.9,12.7,-12.7,2.53,0.4,-0.65,1028,263.89,111.06,-125.08,21.8,1,5557,83,-72,4.037,0.21,-0.09,1.6159999999999999,0.254,-0.413,297.79691,39.921371,14.943,Positive
749,0,0,0,0,105.0145774,0.00048520000000000003,-0.00048520000000000003,228.94455,0.0037,-0.0037,0.9540000000000001,0.046,-0.675,7.426,0.317,-0.317,296.0,9.8,-9.8,2.29,0.32,-0.28,406,6.44,2.52,-1.88,33.9,1,5868,105,-117,4.363,0.115,-0.10300000000000001,1.042,0.14400000000000002,-0.129,294.27727999999996,46.675282,12.9,Positive
752,0,0,0,0,16.00460392,5.9999999999999995e-05,-5.9999999999999995e-05,140.47981000000001,0.00301,-0.00301,0.49,0.04,-0.424,3.9475,0.0887,-0.0887,831.9,28.2,-28.2,2.24,0.32,-0.16,583,27.41,12.98,-6.54,34.3,1,5180,155,-155,4.5969999999999995,0.026000000000000002,-0.09699999999999999,0.769,0.111,-0.055999999999999994,288.23666000000003,46.605919,15.554,Positive
764,0,0,0,0,59.6585348,0.0005577999999999999,-0.0005577999999999999,168.08764,0.00603,-0.00603,0.956,0.003,-0.675,5.513999999999999,0.353,-0.353,1043.8,55.8,-55.8,3.59,0.3,-0.17,393,5.66,1.41,-0.81,21.2,1,5243,84,-73,4.547,0.027999999999999997,-0.077,0.831,0.069,-0.04,293.64417000000003,46.989761,15.742,Positive
768,0,0,0,0,8.19596647,4e-05,-4e-05,136.68736,0.00427,-0.00427,0.252,0.198,-0.252,2.824,0.13,-0.13,792.8,45.9,-45.9,2.04,0.13,-0.19,672,48.2,14.22,-13.82,20.2,1,4723,167,-167,4.5569999999999995,0.063,-0.032,0.747,0.046,-0.069,295.45715,50.077171,15.857999999999999,Positive
788,0,0,0,0,2.42150341,1.6e-05,-1.6e-05,133.83517,0.005,-0.005,0.55,0.402,-0.336,2.965,0.16699999999999998,-0.16699999999999998,171.5,12.6,-12.6,1.62,0.47,-0.19,1532,1305.04,1132.86,-447.17,15.8,2,6213,173,-259,4.387,0.06,-0.192,1.195,0.35100000000000003,-0.14,285.0571,46.320679,15.776,Positive
794,0,0,0,0,20.6654374,0.0001785,-0.0001785,132.01228999999998,0.006509999999999999,-0.006509999999999999,0.05,0.41700000000000004,-0.05,3.1719999999999997,0.21,-0.21,100.4,8.4,-8.4,0.66,0.03,-0.04,487,13.35,2.41,-2.34,13.6,1,4830,96,-96,4.605,0.042,-0.021,0.6759999999999999,0.03,-0.037000000000000005,294.99023,39.346378,11.759,Positive
795,0,0,0,0,69.8347983,0.0003061,-0.0003061,168.78436000000002,0.00372,-0.00372,0.672,0.233,-0.41700000000000004,8.262,0.10800000000000001,-0.10800000000000001,266.6,6.6,-6.6,3.51,0.92,-0.76,765,80.97,63.22,-38.95,46.8,1,7732,214,-322,4.075,0.135,-0.165,2.022,0.5329999999999999,-0.436,293.54889,42.888859000000004,12.02,Positive
806,0,0,0,0,5.93919041,3.06e-05,-3.06e-05,353.75537,0.00367,-0.00367,0.107,0.337,-0.107,2.285,0.115,-0.115,424.5,29.1,-29.1,3.7,0.61,-0.84,1357,801.92,344.85,-346.87,15.9,2,6068,82,-82,4.04,0.182,-0.11199999999999999,1.797,0.295,-0.406,297.58313,41.952431,15.767000000000001,Positive
809,0,0,0,0,4.16787814,1.07e-05,-1.07e-05,135.28333999999998,0.00206,-0.00206,0.168,0.271,-0.168,2.2136,0.0649,-0.0649,168.1,5.9,-5.9,1.07,0.1,-0.04,962,202.48,51.07,-27.58,32.9,1,5251,73,-84,4.541,0.027999999999999997,-0.083,0.847,0.075,-0.034,291.74838,39.44688,13.293,Positive
819,0,0,0,0,11.30507984,6.929999999999999e-05,-6.929999999999999e-05,138.13638,0.00509,-0.00509,0.195,0.264,-0.195,3.989,0.157,-0.157,278.4,16.4,-16.4,1.4,0.39,-0.13,744,72.67,58.79,-20.24,19.5,1,5705,152,-186,4.556,0.034,-0.195,0.8440000000000001,0.233,-0.078,290.25964,45.388409,15.152000000000001,Positive
822,0,0,0,0,12.68173393,6.76e-06,-6.76e-06,132.68251899999998,0.000434,-0.000434,0.929,0.41,-0.027999999999999997,1.6866,0.0283,-0.0283,5879.1,72.5,-72.5,7.25,0.67,-0.75,601,30.84,10.18,-8.61,102.8,1,4976,136,-136,4.577,0.071,-0.044000000000000004,0.701,0.065,-0.07200000000000001,286.0528,50.256592,15.302999999999999,Positive
829,0,1,0,0,3.479425638,2.85e-06,-2.85e-06,136.797172,0.00067,-0.00067,0.612,0.066,-0.135,3.4479,0.0884,-0.0884,19550.0,206.0,-206.0,12.86,3.63,-1.22,1166,435.85,360.82,-119.01,123.3,1,5907,158,-175,4.519,0.062,-0.188,0.878,0.248,-0.083,295.6713,40.599059999999994,14.040999999999999,Negative
832,0,0,0,0,24.81097206,1.93e-05,-1.93e-05,156.506971,0.000615,-0.000615,0.039,0.35,-0.039,3.2245,0.0297,-0.0297,2090.8,18.5,-18.5,4.22,1.32,-0.44,631,37.43,35.14,-11.15,123.9,1,6086,182,-200,4.511,0.052000000000000005,-0.221,0.9209999999999999,0.28800000000000003,-0.096,296.84616,40.138611,14.373,Positive
833,0,0,0,0,7.136922,1.63e-05,-1.63e-05,131.75316999999998,0.00185,-0.00185,0.07200000000000001,0.321,-0.07200000000000001,2.8005,0.0496,-0.0496,221.6,10.6,-10.6,1.38,0.43,-0.15,956,197.05,184.99,-58.72,23.7,2,6086,182,-200,4.511,0.052000000000000005,-0.221,0.9209999999999999,0.28800000000000003,-0.096,296.84616,40.138611,14.373,Positive
835,0,0,0,0,3.72020708,1.76e-05,-1.76e-05,133.41683999999998,0.00371,-0.00371,0.341,0.10400000000000001,-0.341,1.892,0.11800000000000001,-0.11800000000000001,156.9,12.2,-12.2,0.99,0.09,-0.11,954,195.7,69.88,-57.88,15.0,1,5017,151,-151,4.516,0.08800000000000001,-0.08800000000000001,0.797,0.078,-0.086,298.46578999999997,48.55941,14.293,Positive
845,0,0,0,0,5.83393857,2.24e-05,-2.24e-05,132.63426,0.0030399999999999997,-0.0030399999999999997,0.39799999999999996,0.045,-0.39799999999999996,4.5813,0.0845,-0.0845,134.4,8.1,-8.1,1.98,0.18,-0.14,1285,642.83,178.64,-128.56,17.6,3,5597,112,-101,3.963,0.054000000000000006,-0.045,1.699,0.147,-0.12300000000000001,297.91687,46.96513,14.6,Positive
849,0,0,0,0,6.33027476,7.170000000000001e-05,-7.170000000000001e-05,133.86213,0.00807,-0.00807,0.3288,0.1072,-0.3286,3.67,0.27699999999999997,-0.27699999999999997,89.2,9.8,-9.8,1.02,0.38,-0.15,1046,283.31,316.95,-100.51,9.8,3,5900,173,-188,4.363,0.114,-0.25,1.07,0.4,-0.153,298.29495,48.775459000000005,14.167,Positive
850,0,0,0,0,4.04355245,1.26e-05,-1.26e-05,131.62995,0.00265,-0.00265,0.9840000000000001,0.049,-0.705,1.965,0.16,-0.16,416.2,22.0,-22.0,1.75,0.14,-0.09,613,33.34,8.66,-5.82,21.2,1,3871,77,-84,4.744,0.021,-0.053,0.532,0.042,-0.027000000000000003,284.13287,49.142609,14.963,Positive
851,0,0,0,0,5.59728249,1.4099999999999999e-05,-1.4099999999999999e-05,131.86708000000002,0.00231,-0.00231,0.473,0.41600000000000004,-0.26899999999999996,1.795,0.0621,-0.0621,1407.3,54.2,-54.2,3.28,0.69,-0.3,930,176.53,116.59,-50.07,30.8,1,5610,177,-197,4.551,0.038,-0.142,0.858,0.18100000000000002,-0.078,295.43436,42.166321,15.969000000000001,Positive
853,0,0,0,0,10.12742274,2.8600000000000004e-05,-2.8600000000000004e-05,135.26504,0.00245,-0.00245,0.696,0.025,-0.51,1.2762,0.0808,-0.0808,933.5,57.8,-57.8,3.8,1.13,-0.48,969,208.77,178.16,-72.89,19.5,1,6392,157,-246,4.399,0.065,-0.195,1.162,0.345,-0.14800000000000002,294.14682,39.12706,15.623,Positive
856,0,0,0,0,21.06075303,5.6999999999999996e-05,-5.6999999999999996e-05,143.59983,0.00227,-0.00227,0.17600000000000002,0.25,-0.17600000000000002,5.2472,0.0663,-0.0663,301.2,6.3,-6.3,1.78,0.26,-0.21,669,47.39,19.64,-13.04,54.4,1,5706,114,-103,4.382,0.099,-0.11,1.034,0.14800000000000002,-0.121,298.17722000000003,42.237041,13.182,Positive
863,0,0,0,0,51.390145200000006,0.0006219,-0.0006219,145.3192,0.01,-0.01,0.946,0.002,-0.654,5.995,0.213,-0.213,494.0,37.6,-37.6,3.62,0.63,-0.45,570,24.98,11.29,-7.01,15.4,1,6074,81,-90,4.284,0.10300000000000001,-0.126,1.2919999999999998,0.22399999999999998,-0.163,293.62592,39.50631,15.03,Positive
873,0,0,0,0,29.542256599999998,0.00029580000000000003,-0.00029580000000000003,137.57837,0.008709999999999999,-0.008709999999999999,0.9590000000000001,0.011000000000000001,-0.008,13.902000000000001,0.522,-0.522,879.9,33.1,-33.1,3.15,0.73,-0.25,515,16.56,11.85,-3.95,39.5,1,5510,166,-149,4.572,0.038,-0.152,0.8029999999999999,0.188,-0.063,282.43917999999996,43.734482,15.481,Positive
874,0,0,0,0,186.4361811,0.000489,-0.000489,146.91825,0.00207,-0.00207,0.9209999999999999,0.024,-0.013999999999999999,5.774,0.157,-0.157,4347.0,114.0,-114.0,11.32,1.8,-3.35,353,3.66,1.55,-1.93,66.5,1,5393,80,-64,4.132,0.28,-0.12,1.37,0.218,-0.405,290.12857,40.021832,15.402000000000001,Positive
878,0,0,0,0,35.636402200000006,0.0003715,-0.0003715,164.17496,0.00799,-0.00799,0.654,0.059000000000000004,-0.47700000000000004,4.888,0.301,-0.301,452.6,34.3,-34.3,1.99,0.48,-0.17,537,19.62,14.12,-5.14,15.7,1,5926,160,-178,4.532,0.042,-0.168,0.887,0.21600000000000003,-0.077,290.24102999999997,39.96801,15.614,Positive
880,0,0,0,0,8.98128472,2.07e-05,-2.07e-05,354.83042,0.00156,-0.00156,0.294,0.09300000000000001,-0.294,5.0397,0.0736,-0.0736,4924.0,76.7,-76.7,7.19,1.95,-0.78,898,153.36,127.32,-49.13,76.6,1,5977,187,-229,4.473,0.048,-0.192,1.022,0.278,-0.111,296.57153,50.677849,15.703,Positive
884,0,0,0,0,192.667139,0.001017,-0.001017,162.87962,0.0042,-0.0042,0.9109999999999999,0.018000000000000002,-0.625,5.443,0.168,-0.168,1148.3,49.5,-49.5,3.64,0.37,-0.27,283,1.52,0.47,-0.32,26.0,1,5401,107,-107,4.487,0.065,-0.071,0.878,0.08800000000000001,-0.066,296.6713,43.49839,14.879000000000001,Positive
894,0,0,0,0,14.62399621,3.96e-05,-3.96e-05,144.45526999999998,0.00225,-0.00225,1.209,68.34,-0.055999999999999994,2.193,0.134,-0.134,1082.0,53.7,-53.7,21.92,5.02,-2.02,681,50.91,34.67,-13.74,25.0,1,5753,155,-172,4.57,0.038,-0.152,0.815,0.187,-0.075,291.33718999999996,40.558201000000004,15.789000000000001,Negative
906,0,0,0,0,2.418406841,2.47e-06,-2.47e-06,132.50558700000002,0.0008640000000000001,-0.0008640000000000001,0.018000000000000002,0.439,-0.018000000000000002,2.0744,0.0311,-0.0311,665.4,10.9,-10.9,2.25,0.23,-0.17,1226,535.84,167.62,-113.31,69.1,2,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,295.28722999999997,41.221958,14.991,Positive
907,0,0,0,0,6.93910337,3.06e-05,-3.06e-05,138.33927,0.00349,-0.00349,0.966,0.043,-0.731,2.977,0.133,-0.133,614.7,28.6,-28.6,1.41,0.16,-0.19,445,9.28,3.07,-2.96,22.9,1,3638,72,-87,4.843999999999999,0.049,-0.055,0.42,0.046,-0.055999999999999994,291.285,40.730049,15.855,Positive
912,0,0,0,0,15.43400996,3.69e-05,-3.69e-05,363.29494,0.00159,-0.00159,0.7070000000000001,0.005,-0.52,4.2572,0.0764,-0.0764,1785.9,34.9,-34.9,4.3,1.27,-0.43,721,63.79,55.86,-19.48,59.7,1,5900,164,-226,4.5089999999999995,0.037000000000000005,-0.213,0.951,0.282,-0.094,297.35233,46.09594,15.703,Positive
917,0,1,0,0,2.8194533219999998,1.83e-06,-1.83e-06,133.870141,0.00054,-0.00054,0.532,0.021,-0.027000000000000003,4.4127,0.0411,-0.0411,71867.0,443.0,-443.0,29.8,8.46,-5.63,1357,803.4,669.34,-329.56,202.0,1,5767,155,-155,4.33,0.18,-0.18,1.074,0.305,-0.203,284.664,43.98502,14.569,Negative
918,0,0,0,0,12.89006728,6.01e-05,-6.01e-05,201.22988999999998,0.00325,-0.00325,0.08199999999999999,0.36,-0.08199999999999999,3.555,0.11699999999999999,-0.11699999999999999,602.5,27.1,-27.1,1.93,0.06,-0.14,620,34.99,4.8,-6.92,23.6,1,4915,78,-88,4.512,0.07200000000000001,-0.022000000000000002,0.812,0.027000000000000003,-0.057999999999999996,294.36487,40.720879,15.674000000000001,Positive
920,0,0,0,0,4.74666128,2.78e-05,-2.78e-05,134.63783999999998,0.0047799999999999995,-0.0047799999999999995,0.441,0.047,-0.414,2.093,0.156,-0.156,256.8,23.3,-23.3,1.3,0.04,-0.09,865,132.4,18.14,-26.2,12.5,3,4915,78,-88,4.512,0.07200000000000001,-0.022000000000000002,0.812,0.027000000000000003,-0.057999999999999996,294.36487,40.720879,15.674000000000001,Positive
921,0,0,0,0,19.65639342,6.99e-05,-6.99e-05,140.29936999999998,0.00266,-0.00266,0.955,0.004,-0.664,3.2260000000000004,0.215,-0.215,843.2,37.3,-37.3,2.83,0.43,-0.22,549,21.5,10.59,-5.23,25.5,1,5288,159,-143,4.613,0.036000000000000004,-0.09,0.74,0.11199999999999999,-0.06,297.73984,46.94191,15.372,Positive
923,0,0,0,0,70.468171,0.000268,-0.000268,189.15822,0.00345,-0.00345,0.031,0.433,-0.031,6.653,0.12,-0.12,922.4,23.9,-23.9,3.46,1.11,-0.37,511,16.17,14.92,-4.98,45.0,1,6461,158,-225,4.396,0.067,-0.20199999999999999,1.131,0.363,-0.121,293.87987999999996,41.393822,14.811,Positive
925,0,0,0,0,23.02028478,2.7699999999999996e-05,-2.7699999999999996e-05,357.78612400000003,0.000837,-0.000837,0.794,0.006999999999999999,-0.42,3.5439999999999996,0.131,-0.131,5077.8,62.7,-62.7,7.58,2.11,-0.71,604,31.4,26.25,-9.06,97.2,1,5613,166,-200,4.496,0.048,-0.192,0.956,0.266,-0.08900000000000001,280.36023,43.12368,15.573,Positive
927,0,0,0,0,1.609321941,3.04e-06,-3.04e-06,178.94178,0.00158,-0.00158,0.016,0.46299999999999997,-0.016,1.6067,0.0505,-0.0505,728.5,24.4,-24.4,1.57,0.07,-0.08,958,199.28,36.07,-33.23,35.3,1,4224,84,-84,4.662,0.025,-0.02,0.603,0.027000000000000003,-0.03,297.43039,39.847839,15.937000000000001,Positive
928,0,0,0,0,9.51220046,3.21e-05,-3.21e-05,185.47893,0.00296,-0.00296,0.133,0.337,-0.133,2.9497,0.0837,-0.0837,1169.4,40.2,-40.2,1.99,0.08,-0.1,530,18.66,3.38,-3.11,31.9,2,4224,84,-84,4.662,0.025,-0.02,0.603,0.027000000000000003,-0.03,297.43039,39.847839,15.937000000000001,Positive
933,0,1,0,0,2.3792821969999998,4.06e-07,-4.06e-07,133.651365,0.000139,-0.000139,0.003,0.067,-0.003,3.1729,0.00588,-0.00588,48434.0,106.0,-106.0,25.74,8.17,-2.93,1571,1442.19,1309.84,-463.54,538.0,1,6392,153,-230,4.399,0.054000000000000006,-0.21600000000000003,1.162,0.369,-0.132,293.19507000000004,39.90728,15.189,Negative
938,0,0,0,0,0.708621057,1.36e-06,-1.36e-06,133.36565,0.0016600000000000002,-0.0016600000000000002,0.033,0.46799999999999997,-0.033,1.5041,0.0526,-0.0526,187.5,7.3,-7.3,1.2,0.12,-0.09,1846,2741.07,857.46,-579.6,30.5,3,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,295.28722999999997,41.221958,14.991,Positive
940,0,0,0,0,3.403743926,2.89e-06,-2.89e-06,137.232574,0.000682,-0.000682,1.075,14.74,-0.064,1.5017,0.04,-0.04,815.9,17.4,-17.4,10.77,2.74,-0.98,1101,346.98,260.77,-93.62,59.5,1,5596,152,-169,4.533,0.044000000000000004,-0.165,0.853,0.217,-0.078,293.25916,42.126629,14.98,Positive
942,0,0,0,0,2.43902575,5.94e-06,-5.94e-06,133.58473999999998,0.00206,-0.00206,0.483,0.046,-0.426,1.1598,0.0723,-0.0723,82.5,5.3,-5.3,2.61,0.55,-0.56,2307,6700.04,3618.22,-2733.72,20.5,1,6546,78,-78,3.8169999999999997,0.165,-0.135,2.784,0.59,-0.59,297.51907,42.777060999999996,11.040999999999999,Positive
943,0,0,0,0,56.35879870000001,0.0002655,-0.0002655,222.31819,0.0036799999999999997,-0.0036799999999999997,0.9059999999999999,0.009000000000000001,-0.038,6.9270000000000005,0.268,-0.268,2559.6,68.8,-68.8,5.04,0.96,-0.52,419,7.29,4.34,-2.1,44.4,1,5446,162,-162,4.525,0.07200000000000001,-0.126,0.821,0.157,-0.085,290.85413,51.222809000000005,15.792,Positive
950,0,1,0,0,5.9103714179999995,7.05e-07,-7.05e-07,360.28524780000004,8.39e-05,-8.39e-05,0.065,0.063,-0.044000000000000004,3.88962,0.0030600000000000002,-0.0030600000000000002,17219.0,19.3,-19.3,12.62,3.84,-1.28,1053,290.83,270.46,-91.57,990.3,1,6200,200,-250,4.488,0.05,-0.2,0.958,0.29100000000000004,-0.09699999999999999,293.83688,40.41045,15.169,Negative
951,0,0,0,0,0.917568975,5.1e-07,-5.1e-07,133.93241899999998,0.000454,-0.000454,0.667,0.057,-0.33,2.0654,0.0716,-0.0716,15805.0,161.0,-161.0,11.92,2.89,-0.96,1748,2197.57,1578.95,-572.78,128.1,1,5713,154,-188,4.541,0.031,-0.168,0.893,0.217,-0.07200000000000001,298.5137,40.639621999999996,14.456,Negative
954,0,0,0,0,7.79668781,2.07e-05,-2.07e-05,134.42081000000002,0.0022,-0.0022,0.005,0.426,-0.005,4.6699,0.0639,-0.0639,361.3,8.7,-8.7,2.44,0.49,-0.13,1116,366.42,199.97,-65.89,48.5,1,6521,117,-143,4.352,0.025,-0.136,1.276,0.255,-0.068,298.36884,40.173424,12.681,Positive
958,0,0,0,0,10.418891499999999,2.3899999999999998e-05,-2.3899999999999998e-05,137.74971000000002,0.00193,-0.00193,0.856,0.051,-0.594,3.0069,0.0485,-0.0485,670.0,18.5,-18.5,3.17,0.93,-0.57,855,126.48,111.61,-51.22,42.1,1,5692,173,-173,4.36,0.132,-0.198,1.064,0.311,-0.191,298.01443,42.957458,14.86,Positive
959,0,0,0,0,20.4998763,0.0001716,-0.0001716,131.82068,0.006640000000000001,-0.006640000000000001,0.943,0.0,-0.7,6.501,0.142,-0.142,437.8,22.8,-22.8,2.8,0.92,-0.31,731,67.67,65.55,-21.1,21.1,1,6249,174,-217,4.428,0.067,-0.20199999999999999,1.0759999999999998,0.353,-0.11800000000000001,290.32651,43.121829999999996,15.442,Positive
962,0,0,0,0,7.00447892,6.26e-05,-6.26e-05,137.89902,0.00635,-0.00635,0.139,0.319,-0.139,2.6689999999999996,0.19399999999999998,-0.19399999999999998,231.4,26.4,-26.4,1.19,0.04,-0.08,754,76.26,10.65,-14.63,9.9,2,4883,77,-87,4.515,0.064,-0.02,0.8079999999999999,0.027999999999999997,-0.055,286.74188,43.190102,15.887,Positive
965,0,0,0,0,30.69395532,1.56e-05,-1.56e-05,365.665214,0.00035800000000000003,-0.00035800000000000003,0.001,0.18600000000000003,-0.001,2.9512,0.0166,-0.0166,18121.0,109.0,-109.0,13.72,4.37,-1.45,614,33.69,32.59,-10.67,196.6,1,6137,193,-236,4.46,0.054000000000000006,-0.20199999999999999,1.018,0.324,-0.10800000000000001,294.2009,40.455959,15.673,Negative
972,0,0,0,0,20.407484600000004,0.00031289999999999996,-0.00031289999999999996,140.1821,0.0134,-0.0134,0.986,6.191,-0.009000000000000001,8.839,0.49200000000000005,-0.49200000000000005,363.4,18.0,-18.0,2.9,0.87,-0.31,660,44.8,39.4,-13.58,24.5,1,5823,158,-193,4.4719999999999995,0.052000000000000005,-0.20800000000000002,0.972,0.29100000000000004,-0.10400000000000001,298.37384,40.61842,14.802,Negative
974,0,0,0,0,32.7737631,0.0001788,-0.0001788,151.44352,0.00463,-0.00463,0.971,0.008,-0.687,3.4160000000000004,0.24100000000000002,-0.24100000000000002,564.5,28.8,-28.8,5.0,0.78,-1.17,686,52.22,21.88,-23.25,21.7,1,5640,84,-76,4.0760000000000005,0.203,-0.087,1.534,0.24,-0.36,290.88232,43.471759999999996,14.758,Positive
977,0,0,0,0,77.63424586,5.9999999999999995e-05,-5.9999999999999995e-05,417.153212,0.000517,-0.000517,0.113,0.11800000000000001,-0.113,4.1002,0.0259,-0.0259,16612.0,102.0,-102.0,9.4,0.67,-0.92,325,2.65,0.85,-0.79,185.5,1,4812,172,-172,4.548,0.066,-0.039,0.755,0.054000000000000006,-0.07400000000000001,298.92593,43.750370000000004,15.915,Positive
999,0,0,0,0,62.56138789999999,0.0003187,-0.0003187,178.40847,0.00403,-0.00403,0.8420000000000001,0.059000000000000004,-0.5820000000000001,5.907,0.11,-0.11,1372.6,43.2,-43.2,3.54,0.93,-0.31,417,7.13,5.64,-1.8,35.0,1,5662,169,-152,4.56,0.042,-0.168,0.84,0.22,-0.073,294.8161,45.306121999999995,15.5,Positive
